0,0,0,0,0,0,0,0,1750,1893,1691,1558,1759,1829,1803,1857,
0,0,0,0,0,0,0,0,1697,1814,1628,1418,1732,1712,1812,1826,
0,0,0,0,0,0,0,0,1798,1894,1742,1555,1792,1816,1818,1814,
0,0,0,0,0,0,0,0,1760,1881,1686,1518,1745,1778,1784,1799,
0,0,0,0,0,0,0,0,1773,1835,1749,1553,1784,1807,1793,1768,
0,0,0,0,0,0,0,0,1745,1848,1698,1508,1774,1789,1826,1840,
0,0,0,0,0,0,0,0,1824,1893,1797,1593,1844,1865,1866,1851,
0,0,0,0,0,0,0,0,1802,1895,1742,1539,1800,1807,1836,1827,
0,0,0,0,0,0,0,0,1802,1933,1759,1612,1829,1900,1873,1922,
0,0,0,0,0,0,0,0,1841,1885,1817,1573,1867,1850,1892,1848,
0,0,0,0,0,0,0,0,1747,1850,1730,1537,1831,1852,1900,1934,
0,0,0,0,0,0,0,0,1791,1861,1780,1564,1852,1859,1895,1891,
0,0,0,0,0,0,0,0,1722,1805,1663,1440,1735,1711,1784,1762,
0,0,0,0,0,0,0,0,1597,1705,1560,1369,1666,1662,1746,1774,
0,0,0,0,0,0,0,0,1579,1612,1560,1283,1662,1574,1738,1697,
0,0,0,0,0,0,0,0,1539,1607,1490,1265,1575,1526,1635,1610,
0,0,0,0,0,0,0,0,1506,1449,1492,1156,1536,1383,1560,1413,
0,0,0,0,0,0,0,0,1435,1374,1445,1079,1533,1344,1595,1457,
0,0,0,0,0,0,0,0,1255,1247,1248,990,1321,1214,1371,1294,
0,0,0,0,0,0,0,0,1121,1130,1082,842,1155,1040,1209,1130,
0,0,0,0,0,0,0,0,1094,1129,1058,896,1099,1065,1123,1085,
0,0,0,0,0,0,0,0,982,1078,912,796,986,969,1040,1048,
0,0,0,0,0,0,0,0,803,939,777,719,905,934,1008,1108,
0,0,0,0,0,0,0,0,809,930,757,672,868,863,957,1013,
0,0,0,0,0,0,0,0,762,887,697,657,774,809,831,891,
0,0,0,0,0,0,0,0,668,875,578,616,688,779,778,921,
0,0,0,0,0,0,0,0,722,961,590,661,680,801,756,909,
0,0,0,0,0,0,0,0,589,857,475,602,578,744,663,865,
0,0,0,0,0,0,0,0,630,881,498,579,605,723,697,865,
0,0,0,0,0,0,0,0,589,851,476,611,567,743,640,839,
0,0,0,0,0,0,0,0,626,899,506,650,595,782,669,879,
0,0,0,0,0,0,0,0,612,872,485,620,559,734,624,817,
0,0,0,0,0,0,0,0,591,867,477,624,576,762,658,874,
0,0,0,0,0,0,0,0,651,873,508,598,555,687,595,728,
0,0,0,0,0,0,0,0,564,804,445,548,532,671,604,772,
0,0,0,0,0,0,0,0,609,857,465,558,549,677,621,778,
0,0,0,0,0,0,0,0,571,805,456,551,545,676,619,782,
0,0,0,0,0,0,0,0,632,846,508,570,584,688,648,778,
0,0,0,0,0,0,0,0,622,890,507,625,613,773,702,902,
0,0,0,0,0,0,0,0,797,964,682,691,731,807,767,840,
0,0,0,0,0,0,0,0,869,990,781,725,835,862,878,916,
0,0,0,0,0,0,0,0,993,1121,884,773,972,950,1048,1077,
0,0,0,0,0,0,0,0,1115,1220,1037,892,1129,1097,1203,1219,
0,0,0,0,0,0,0,0,1250,1404,1168,1026,1306,1289,1424,1492,
0,0,0,0,0,0,0,0,1247,1364,1207,1058,1329,1319,1427,1480,
0,0,0,0,0,0,0,0,1336,1539,1247,1168,1378,1435,1491,1615,
0,0,0,0,0,0,0,0,1376,1486,1364,1213,1483,1495,1574,1635,
0,0,0,0,0,0,0,0,1471,1575,1456,1304,1555,1582,1626,1676,
0,0,0,0,0,0,0,0,1608,1700,1559,1340,1662,1626,1741,1744,
0,0,0,0,0,0,0,0,1620,1776,1558,1421,1662,1708,1741,1811,
0,0,0,0,0,0,0,0,1697,1828,1616,1432,1705,1710,1771,1792,
0,0,0,0,0,0,0,0,1705,1843,1652,1491,1750,1786,1822,1875,
0,0,0,0,0,0,0,0,1813,1972,1733,1608,1794,1877,1833,1890,
0,0,0,0,0,0,0,0,1793,1925,1723,1540,1812,1834,1877,1910,
0,0,0,0,0,0,0,0,1757,1960,1683,1583,1793,1890,1880,2000,
0,0,0,0,0,0,0,0,1807,1976,1692,1520,1787,1807,1862,1904,
0,0,0,0,0,0,0,0,1825,1929,1739,1523,1801,1787,1847,1831,
0,0,0,0,0,0,0,0,1802,2001,1666,1504,1777,1800,1867,1925,
0,0,0,0,0,0,0,0,1774,1916,1670,1499,1738,1759,1790,1811,
0,0,0,0,0,0,0,0,1726,1887,1632,1472,1730,1757,1808,1860,
0,0,0,0,0,0,0,0,1765,2002,1639,1606,1697,1854,1738,1860,
0,0,0,0,0,0,0,0,1803,1945,1709,1551,1769,1811,1811,1839,
0,0,0,0,0,0,0,0,1867,1971,1790,1603,1828,1855,1850,1845,
0,0,0,0,0,0,0,0,1834,1992,1725,1580,1781,1837,1819,1854,
0,0,0,0,0,0,0,0,1888,1959,1809,1604,1815,1830,1804,1753,
0,0,0,0,0,0,0,0,1841,1859,1721,1455,1688,1627,1644,1499,
0,0,0,0,0,0,0,0,1719,1811,1617,1524,1552,1658,1472,1428,
0,0,0,0,0,0,0,0,1898,1964,1764,1644,1645,1742,1522,1427,
0,0,0,0,0,0,0,0,1815,1861,1675,1495,1586,1605,1499,1382,
0,0,0,0,0,0,0,0,1896,1873,1736,1435,1644,1546,1554,1332,
0,0,0,0,0,0,0,0,1732,1700,1570,1285,1467,1360,1369,1135,
0,0,0,0,0,0,0,0,1754,1791,1548,1320,1456,1399,1366,1180,
0,0,0,0,0,0,0,0,1863,1898,1608,1375,1465,1403,1339,1113,
0,0,0,0,0,0,0,0,1820,1793,1611,1302,1492,1360,1386,1121,
0,0,0,0,0,0,0,0,1873,1876,1622,1341,1482,1374,1364,1108,
0,0,0,0,0,0,0,0,1861,1774,1693,1349,1548,1400,1417,1113,
0,0,0,0,0,0,0,0,1860,1850,1623,1369,1452,1378,1305,1050,
0,0,0,0,0,0,0,0,1946,1864,1748,1402,1580,1432,1432,1114,
0,0,0,0,0,0,0,0,1947,1897,1758,1471,1587,1506,1425,1143,
0,0,0,0,0,0,0,0,1897,1852,1688,1372,1542,1414,1410,1121,
0,0,0,0,0,0,0,0,1879,1797,1719,1389,1570,1442,1432,1135,
0,0,0,0,0,0,0,0,1864,1774,1727,1418,1566,1466,1412,1123,
0,0,0,0,0,0,0,0,1933,1855,1764,1418,1625,1485,1494,1194,
0,0,0,0,0,0,0,0,1872,1822,1695,1396,1553,1451,1421,1153,
0,0,0,0,0,0,0,0,1889,1826,1698,1333,1588,1412,1491,1198,
0,0,0,0,0,0,0,0,1838,1793,1640,1292,1539,1370,1453,1183,
0,0,0,0,0,0,0,0,1746,1661,1599,1218,1523,1325,1453,1172,
0,0,0,0,0,0,0,0,1806,1746,1626,1257,1540,1351,1464,1183,
0,0,0,0,0,0,0,0,1762,1756,1546,1194,1497,1307,1458,1215,
